"sample","UMAP1","UMAP2","source","lineage"
"TCGA-O8-A75V-01",1.3052000478647,-8.72475430475314,"patient tumor","liver"
"TCGA-PD-A5DF-01",0.544245974602887,-8.92259180919745,"patient tumor","liver"
"TCGA-QA-A7B7-01",0.303536482611511,-9.1560853628186,"patient tumor","liver"
"TCGA-RC-A6M3-01",0.412365325352077,-7.78812595171459,"patient tumor","liver"
"TCGA-RC-A6M4-01",2.27163782969777,-9.63716806268087,"patient tumor","liver"
"TCGA-RC-A6M5-01",0.1820396920921,-8.24074164063668,"patient tumor","liver"
"TCGA-RC-A6M6-01",1.58479091383763,-7.91296089659813,"patient tumor","liver"
"TCGA-RC-A7S9-01",0.836591642240601,-8.5370635571257,"patient tumor","liver"
"TCGA-RC-A7SB-01",0.69020253946442,-9.33959816534249,"patient tumor","liver"
"TCGA-RC-A7SF-01",1.06983438332775,-9.07330264500563,"patient tumor","liver"
"TCGA-RC-A7SH-01",0.921002777774023,-7.89111574184583,"patient tumor","liver"
"TCGA-RC-A7SK-01",0.728160139148945,-9.12576820691945,"patient tumor","liver"
"TCGA-RG-A7D4-01",1.88233169060184,-8.39317691762291,"patient tumor","liver"
"TCGA-T1-A6J8-01",0.749949536693662,-8.91350641782183,"patient tumor","liver"
"TCGA-UB-A7MA-01",0.76367667629024,-7.5769306988192,"patient tumor","liver"
"TCGA-UB-A7MB-01",0.4100433299314,-9.28165722568297,"patient tumor","liver"
"TCGA-UB-A7MC-01",2.14160540155426,-9.47941224342292,"patient tumor","liver"
"TCGA-UB-A7MD-01",1.70343593449847,-9.21672898848397,"patient tumor","liver"
"TCGA-UB-A7ME-01",0.934617652031966,-8.04264399523357,"patient tumor","liver"
"TCGA-UB-A7MF-01",0.841241415824095,-8.47451421523058,"patient tumor","liver"
"TCGA-UB-AA0U-01",0.415727319186182,-8.60711435542147,"patient tumor","liver"
"TCGA-UB-AA0V-01",-0.438172614606782,-9.28861661031152,"patient tumor","liver"
"TCGA-WJ-A86L-01",0.37668435781978,-9.21017258407631,"patient tumor","liver"
"TCGA-WQ-A9G7-01",0.912116387089144,-7.80864959833412,"patient tumor","liver"
"TCGA-WQ-AB4B-01",1.34921935289871,-8.83180485980881,"patient tumor","liver"
"TCGA-WX-AA44-01",0.912133774325485,-8.03621256614046,"patient tumor","liver"
"TCGA-WX-AA46-01",-0.914326454649733,-9.58656952556107,"patient tumor","liver"
"TCGA-WX-AA47-01",1.24138014121012,-9.12787112379109,"patient tumor","liver"
"TCGA-XR-A8TC-01",1.14479619664719,-7.7251994970166,"patient tumor","liver"
"TCGA-XR-A8TD-01",0.716397280712141,-8.76426784194562,"patient tumor","liver"
"TCGA-XR-A8TE-01",2.3441553567371,-9.37117402719634,"patient tumor","liver"
"TCGA-XR-A8TF-01",1.77497409795733,-9.4580898171318,"patient tumor","liver"
"TCGA-XR-A8TG-01",0.338000730268615,-9.02268871663303,"patient tumor","liver"
"TCGA-YA-A8S7-01",0.604969008916505,-7.9842225224515,"patient tumor","liver"
"TCGA-ZP-A9CV-01",0.989666042079326,-9.05842343319371,"patient tumor","liver"
"TCGA-ZP-A9CY-01",0.183496885177993,-9.32527197663207,"patient tumor","liver"
"TCGA-ZP-A9CZ-01",0.480414143968725,-8.73011912078772,"patient tumor","liver"
"TCGA-ZP-A9D0-01",0.309066720550063,-8.56571113421009,"patient tumor","liver"
"TCGA-ZP-A9D1-01",0.848422612066446,-8.78527006151487,"patient tumor","liver"
"TCGA-ZP-A9D2-01",0.568879218156606,-7.39848431090685,"patient tumor","liver"
"TCGA-ZP-A9D4-01",2.36191389305364,-9.69979515190993,"patient tumor","liver"
"TCGA-ZS-A9CD-01",1.23584469713162,-8.77879407058791,"patient tumor","liver"
"TCGA-ZS-A9CE-01",0.523498303977386,-9.58572469684438,"patient tumor","liver"
"TCGA-ZS-A9CF-01",0.24808849771052,-9.30286184164601,"patient tumor","liver"
"TCGA-ZS-A9CF-02",0.287224807200575,-9.26754215916035,"patient tumor","liver"
"TCGA-ZS-A9CG-01",2.40478650234022,-9.75201822438064,"patient tumor","liver"
"TCGA-2J-AAB1-01",-2.2431618799255,-1.89592283125776,"patient tumor","pancreas"
"TCGA-2J-AAB4-01",-2.49169780176664,-1.92223855988593,"patient tumor","pancreas"
"TCGA-2J-AAB6-01",-2.68777645364521,-1.52006278288605,"patient tumor","pancreas"
"TCGA-2J-AAB8-01",-2.41798020624876,-1.43404470129751,"patient tumor","pancreas"
"TCGA-2J-AAB9-01",-2.96275357592734,-2.19025306451758,"patient tumor","pancreas"
"TCGA-2J-AABA-01",-2.3638694252312,-1.53275449034442,"patient tumor","pancreas"
"TCGA-2J-AABE-01",-2.36792575654529,-1.56729507351907,"patient tumor","pancreas"
"TCGA-2J-AABF-01",-2.70423495403387,-1.85405602648459,"patient tumor","pancreas"
"TCGA-2J-AABH-01",-2.28385643539989,-1.96681232548133,"patient tumor","pancreas"
"TCGA-2J-AABI-01",-2.48852824223218,-1.23370173244152,"patient tumor","pancreas"
"TCGA-2J-AABK-01",-2.65069110368015,-2.04751804910228,"patient tumor","pancreas"
"TCGA-2J-AABO-01",-2.81092735854545,-1.82726758220999,"patient tumor","pancreas"
"TCGA-2J-AABP-01",-0.411236494369305,0.448845578251075,"patient tumor","pancreas"
"TCGA-2J-AABR-01",-3.17798229666924,-2.05128956320512,"patient tumor","pancreas"
"TCGA-2J-AABT-01",-3.09163515863749,1.69007747469142,"patient tumor","pancreas"
"TCGA-2J-AABU-01",-2.50718159837689,-1.27222104987502,"patient tumor","pancreas"
"TCGA-2J-AABV-01",-2.95514212180086,-2.27373027039084,"patient tumor","pancreas"
"TCGA-2L-AAQA-01",-1.9883905472074,-1.64268166209227,"patient tumor","pancreas"
"TCGA-2L-AAQE-01",-2.02894222728283,-1.30952708172208,"patient tumor","pancreas"
"TCGA-2L-AAQI-01",-2.4085269457638,-1.99744553995248,"patient tumor","pancreas"
"TCGA-2L-AAQJ-01",-2.03752298588887,-1.60391060600365,"patient tumor","pancreas"
"TCGA-2L-AAQL-01",-2.74960139773518,-2.18635888606437,"patient tumor","pancreas"
"TCGA-2L-AAQM-01",-4.01520649944297,-1.59467769182639,"patient tumor","pancreas"
"TCGA-3A-A9I5-01",-2.81994628295375,-2.14371147332197,"patient tumor","pancreas"
"TCGA-3A-A9I7-01",-2.72765605124988,-1.70093073828799,"patient tumor","pancreas"
"TCGA-3A-A9I9-01",-2.87478844692968,-2.23998403666558,"patient tumor","pancreas"
"TCGA-3A-A9IB-01",-2.61528290909509,-1.50392247670754,"patient tumor","pancreas"
"TCGA-3A-A9IC-01",-2.46847337601387,-1.36144262029135,"patient tumor","pancreas"
"TCGA-3A-A9IH-01",-2.24357163995495,-1.73889841989178,"patient tumor","pancreas"
"TCGA-3A-A9IJ-01",-3.99054454855298,-1.63491096069483,"patient tumor","pancreas"
"TCGA-3A-A9IL-01",-4.01324135047114,-1.62659888036529,"patient tumor","pancreas"
"TCGA-3A-A9IN-01",-3.98493738853655,-1.58527304087284,"patient tumor","pancreas"
"TCGA-3A-A9IO-01",-4.01955744699995,-1.63712528939033,"patient tumor","pancreas"
"TCGA-3A-A9IR-01",-4.04908777540057,-1.63777888457726,"patient tumor","pancreas"
"TCGA-3A-A9IS-01",-4.01733482830589,-1.66677319135312,"patient tumor","pancreas"
"TCGA-3A-A9IU-01",-2.4942813234341,-1.66617703951578,"patient tumor","pancreas"
"TCGA-3A-A9IV-01",-4.03377605019903,-1.62339451944714,"patient tumor","pancreas"
"TCGA-3A-A9IX-01",-3.30770517192894,-2.16601815334101,"patient tumor","pancreas"
"TCGA-3A-A9IZ-01",-2.29123959188711,-1.5776542694136,"patient tumor","pancreas"
"TCGA-3A-A9J0-01",-2.25205168058216,-1.52871922567754,"patient tumor","pancreas"
"TCGA-3E-AAAY-01",-2.92654556678703,-2.05121318360717,"patient tumor","pancreas"
"TCGA-3E-AAAZ-01",-2.95838333268409,-1.74617070142645,"patient tumor","pancreas"
"TCGA-F2-6879-01",-2.46386780459105,-1.53380222909548,"patient tumor","pancreas"
"TCGA-F2-6880-01",-3.1717586890414,-2.31206976799217,"patient tumor","pancreas"
"TCGA-F2-7273-01",-3.47188096360094,-2.04889181176859,"patient tumor","pancreas"
"TCGA-F2-7276-01",-3.47887118538289,-2.06528653382171,"patient tumor","pancreas"
"TCGA-F2-A44G-01",-2.11930344415157,-1.48399823654116,"patient tumor","pancreas"
"TCGA-F2-A44H-01",-3.04698171237171,-2.23675095144524,"patient tumor","pancreas"
"TCGA-F2-A7TX-01",-2.8801734717599,-2.09330167645576,"patient tumor","pancreas"
"TCGA-F2-A8YN-01",-2.20698603049971,-1.52036392992224,"patient tumor","pancreas"
"TCGA-FB-A4P5-01",-3.25118772960219,-1.49064100298009,"patient tumor","pancreas"
"TCGA-FB-A4P6-01",-3.07518844300638,-2.11030187439113,"patient tumor","pancreas"
"TCGA-FB-A545-01",-2.33944407360043,-1.44730964597544,"patient tumor","pancreas"
"TCGA-FB-A5VM-01",-2.95224962704571,-1.47312690211335,"patient tumor","pancreas"
"TCGA-FB-A78T-01",-2.40143088426239,-2.02683524452361,"patient tumor","pancreas"
"TCGA-FB-A7DR-01",-3.09994779586959,-1.57354091682091,"patient tumor","pancreas"
"TCGA-FB-AAPP-01",2.38826763389998,3.07374463927172,"patient tumor","pancreas"
"TCGA-FB-AAPQ-01",-1.92607613079018,-1.68384198340737,"patient tumor","pancreas"
"TCGA-FB-AAPS-01",-3.36716063490808,-1.22712384379568,"patient tumor","pancreas"
"TCGA-FB-AAPU-01",-1.80044933752563,-1.65890640848991,"patient tumor","pancreas"
"TCGA-FB-AAPY-01",-2.55658560880911,-1.99102475095557,"patient tumor","pancreas"
"TCGA-FB-AAPZ-01",-2.58883600631095,-1.78327481703609,"patient tumor","pancreas"
"TCGA-FB-AAQ0-01",-1.86774840793915,-1.6850573769984,"patient tumor","pancreas"
"TCGA-FB-AAQ1-01",-2.7225147837725,-2.05462036101075,"patient tumor","pancreas"
"TCGA-FB-AAQ2-01",-2.42529549546344,-1.4225750786224,"patient tumor","pancreas"
"TCGA-FB-AAQ3-01",-2.48272424952353,-2.10118169190225,"patient tumor","pancreas"
"TCGA-FB-AAQ6-01",-1.84519278551198,-1.66105473138066,"patient tumor","pancreas"
"TCGA-H6-8124-11",-3.45991368471877,-2.083946805191,"patient tumor","pancreas"
"TCGA-H6-8124-01",-2.5069368476813,-1.47736635462487,"patient tumor","pancreas"
"TCGA-H6-A45N-11",-3.56170611818451,-0.159006895671937,"patient tumor","pancreas"
"TCGA-H6-A45N-01",-2.97744295667511,-1.80195775426032,"patient tumor","pancreas"
"TCGA-H8-A6C1-01",-2.28949648452243,-1.88869275061719,"patient tumor","pancreas"
"TCGA-HV-A5A3-11",-3.20468336894831,-2.1638873029406,"patient tumor","pancreas"
"TCGA-HV-A5A3-01",-2.23738440110258,-1.4809338720453,"patient tumor","pancreas"
"TCGA-HV-A5A4-01",-2.34259178860609,-1.75886214000139,"patient tumor","pancreas"
"TCGA-HV-A5A5-01",-2.84957598099747,-1.9699961643503,"patient tumor","pancreas"
"TCGA-HV-A5A6-01",-2.25659073092566,-1.50886132590026,"patient tumor","pancreas"
"TCGA-HV-A7OL-01",-2.20826391784801,-1.94856181972668,"patient tumor","pancreas"
"TCGA-HV-A7OP-01",4.75408251727846,2.78562735003336,"patient tumor","pancreas"
"TCGA-HV-AA8V-01",-2.53718732867734,-1.48478793300612,"patient tumor","pancreas"
"TCGA-HV-AA8X-01",-1.89697387540068,-1.81636346197514,"patient tumor","pancreas"
"TCGA-HZ-7289-01",2.2712684885225,3.1028320951128,"patient tumor","pancreas"
"TCGA-HZ-7918-01",-3.46647934216585,-2.10332576718062,"patient tumor","pancreas"
"TCGA-HZ-7919-01",-2.8406245184089,-1.66948778163932,"patient tumor","pancreas"
"TCGA-HZ-7920-01",-3.75394537846506,-1.68406756890172,"patient tumor","pancreas"
"TCGA-HZ-7922-01",-2.95889374745264,-1.64540065811401,"patient tumor","pancreas"
"TCGA-HZ-7923-01",-3.65068091160561,-1.70827428361857,"patient tumor","pancreas"
"TCGA-HZ-7924-01",-2.85813458500168,-1.34114854667281,"patient tumor","pancreas"
"TCGA-HZ-7925-01",-2.93660070982969,-1.29722023586765,"patient tumor","pancreas"
"TCGA-HZ-7926-01",-2.8285523825571,-1.80583221791194,"patient tumor","pancreas"
"TCGA-HZ-8001-01",-3.32353961468689,-1.49883186008902,"patient tumor","pancreas"
"TCGA-HZ-8002-01",-3.55462242652721,-2.00581454335403,"patient tumor","pancreas"
"TCGA-HZ-8003-01",-3.40851862330829,-2.15823576083066,"patient tumor","pancreas"
"TCGA-HZ-8005-01",-2.63503938290225,-1.1506184125939,"patient tumor","pancreas"
"TCGA-HZ-8315-01",-2.8987656145158,-1.67516920427682,"patient tumor","pancreas"
"TCGA-HZ-8317-01",-3.222849094392,-2.11353418258621,"patient tumor","pancreas"
"TCGA-HZ-8519-01",-3.72020916512049,-1.71551941452362,"patient tumor","pancreas"
"TCGA-HZ-8636-01",-2.86673642422732,-1.53173615015399,"patient tumor","pancreas"
"TCGA-HZ-8637-01",-3.38349630674819,-1.51139174185729,"patient tumor","pancreas"
"TCGA-HZ-8638-01",-2.83217679556359,-1.77862412907213,"patient tumor","pancreas"
"TCGA-HZ-A49G-01",-3.07155257842602,-2.05272041685967,"patient tumor","pancreas"
"TCGA-HZ-A49H-01",-3.26833238631517,-2.11540942105612,"patient tumor","pancreas"
"TCGA-HZ-A49I-01",-2.67528594485825,-1.93570016223542,"patient tumor","pancreas"
"TCGA-HZ-A4BH-01",-2.97088048525081,-1.51892974012519,"patient tumor","pancreas"
"TCGA-HZ-A4BK-01",-2.65355622912923,-1.92088555519119,"patient tumor","pancreas"
"TCGA-HZ-A77O-01",-2.80175392963875,-2.2719006502125,"patient tumor","pancreas"
"TCGA-HZ-A77P-01",-3.19210432663487,-1.80225148060644,"patient tumor","pancreas"
"TCGA-HZ-A77Q-01",-3.28096176299966,-1.08031582983328,"patient tumor","pancreas"
"TCGA-HZ-A8P0-01",-2.67582552241925,-1.92940734133699,"patient tumor","pancreas"
"TCGA-HZ-A8P1-01",-1.84760159193178,-1.67822474977744,"patient tumor","pancreas"
"TCGA-HZ-A9TJ-06",-2.2105621942014,-1.74366792388172,"patient tumor","pancreas"
"TCGA-HZ-A9TJ-01",-1.96311819183022,-1.63098080973818,"patient tumor","pancreas"
"TCGA-IB-7644-01",-2.45442088965728,-1.59956059482695,"patient tumor","pancreas"
"TCGA-IB-7645-01",-3.54972009997037,-1.64606518075245,"patient tumor","pancreas"
"TCGA-IB-7646-01",-2.80744150046828,-1.2913135828513,"patient tumor","pancreas"
"TCGA-IB-7647-01",-3.43182183240276,-1.74410365798906,"patient tumor","pancreas"
"TCGA-IB-7649-01",-3.46298224623335,-2.0592576060642,"patient tumor","pancreas"
"TCGA-IB-7651-01",-3.08489557508996,-1.89142698920988,"patient tumor","pancreas"
"TCGA-IB-7652-01",-3.34317299325872,-2.04824541666201,"patient tumor","pancreas"
"TCGA-IB-7654-01",-3.27405378460728,-2.04622962251278,"patient tumor","pancreas"
"TCGA-IB-7885-01",-2.57485394219735,-1.27887642262203,"patient tumor","pancreas"
"TCGA-IB-7886-01",-2.83085781847307,-1.55048653369471,"patient tumor","pancreas"
"TCGA-IB-7887-01",-2.447777605408,-1.57116066083464,"patient tumor","pancreas"
"TCGA-IB-7888-01",-3.58711811813898,-1.71299267024406,"patient tumor","pancreas"
"TCGA-IB-7889-01",-3.04933276316351,-2.26054890462053,"patient tumor","pancreas"
"TCGA-IB-7890-01",-2.8108836788378,-1.3119931295419,"patient tumor","pancreas"
"TCGA-IB-7891-01",-3.43091560701769,-2.09603751198304,"patient tumor","pancreas"
"TCGA-IB-7893-01",-2.84946037168195,-1.28514275306756,"patient tumor","pancreas"
"TCGA-IB-7897-01",-3.70421889934244,-1.77729915028601,"patient tumor","pancreas"
"TCGA-IB-8126-01",-3.31001411966537,-2.21588995387196,"patient tumor","pancreas"
"TCGA-IB-8127-01",-2.84247348750733,-1.68283975728315,"patient tumor","pancreas"
"TCGA-IB-A5SO-01",-3.06580634422992,-1.55221650926394,"patient tumor","pancreas"
"TCGA-IB-A5SP-01",-2.09655777802281,-1.90758354982212,"patient tumor","pancreas"
"TCGA-IB-A5SQ-01",-3.31911712537839,-1.5652598977224,"patient tumor","pancreas"
"TCGA-IB-A5SS-01",-2.61910441754951,-1.22839900383847,"patient tumor","pancreas"
"TCGA-IB-A5ST-01",-3.35756018528325,-0.873732020329927,"patient tumor","pancreas"
"TCGA-IB-A6UF-01",-2.81048201727083,-2.04832946392309,"patient tumor","pancreas"
"TCGA-IB-A6UG-01",-2.98929865677731,-2.23092866654241,"patient tumor","pancreas"
"TCGA-IB-A7LX-01",-2.47837259606927,-1.44078529727117,"patient tumor","pancreas"
"TCGA-IB-A7M4-01",-1.83253118315541,-1.13418111181783,"patient tumor","pancreas"
"TCGA-IB-AAUM-01",-3.23375527570502,-2.28306105855953,"patient tumor","pancreas"
"TCGA-IB-AAUN-01",-2.71767476878083,-2.1769461199015,"patient tumor","pancreas"
"TCGA-IB-AAUO-01",-2.39237485111266,-1.80463097978671,"patient tumor","pancreas"
"TCGA-IB-AAUP-01",-3.43416724237794,-0.960203506259275,"patient tumor","pancreas"
"TCGA-IB-AAUQ-01",-2.7582575669451,-1.63852134233484,"patient tumor","pancreas"
"TCGA-IB-AAUR-01",-3.49429806574037,-0.94208863017958,"patient tumor","pancreas"
"TCGA-IB-AAUS-01",-3.34627750874116,-1.09432156994219,"patient tumor","pancreas"
"TCGA-IB-AAUT-01",-3.22693539216114,-2.14064870840517,"patient tumor","pancreas"
"TCGA-IB-AAUU-01",-2.25287998686269,-1.83371509087439,"patient tumor","pancreas"
"TCGA-IB-AAUV-01",-3.53751782645919,-1.42928998186448,"patient tumor","pancreas"
"TCGA-IB-AAUW-01",-3.25919568886173,-2.11159941937095,"patient tumor","pancreas"
"TCGA-L1-A7W4-01",-2.47506654440994,-1.23562763662729,"patient tumor","pancreas"
"TCGA-LB-A7SX-01",-2.2049545595756,-1.5981938760759,"patient tumor","pancreas"
"TCGA-LB-A8F3-01",-2.89427864676195,-2.3283356883068,"patient tumor","pancreas"
"TCGA-LB-A9Q5-01",-3.04325834989998,-2.26935170461247,"patient tumor","pancreas"
"TCGA-M8-A5N4-01",-2.33266810576368,-1.33446185527705,"patient tumor","pancreas"
"TCGA-OE-A75W-01",-2.13677440918077,-1.89054518930778,"patient tumor","pancreas"
"TCGA-PZ-A5RE-01",-2.2624972499526,-1.72789866687235,"patient tumor","pancreas"
"TCGA-Q3-A5QY-01",-3.50076258316746,-0.814914471192464,"patient tumor","pancreas"
"TCGA-Q3-AA2A-01",-2.13450441871351,-1.58424724807139,"patient tumor","pancreas"
"TCGA-RB-A7B8-01",-2.31160343516214,-1.5321747956961,"patient tumor","pancreas"
"TCGA-RB-AA9M-01",-2.8878994360332,-1.8971529744027,"patient tumor","pancreas"
"TCGA-RL-AAAS-01",-3.11311267395216,-2.02472041706037,"patient tumor","pancreas"
"TCGA-S4-A8RM-01",-2.00027857225365,-1.80134175531805,"patient tumor","pancreas"
"TCGA-S4-A8RO-01",-2.04819377230446,-1.58117836506893,"patient tumor","pancreas"
"TCGA-S4-A8RP-01",-2.67501936916037,-1.92129523227077,"patient tumor","pancreas"
"TCGA-US-A774-01",-3.00737116398707,-2.01496919131657,"patient tumor","pancreas"
"TCGA-US-A776-01",2.39557186760221,3.10516321010231,"patient tumor","pancreas"
"TCGA-US-A779-01",-2.03360710553738,-1.85456228684905,"patient tumor","pancreas"
"TCGA-US-A77E-01",-2.23311600942267,-1.58333424846559,"patient tumor","pancreas"
"TCGA-US-A77G-01",-2.10799155298935,-1.91649999136462,"patient tumor","pancreas"
"TCGA-US-A77J-01",-3.41983238092844,-1.19245453532981,"patient tumor","pancreas"
"TCGA-XD-AAUG-01",-3.63647474492164,-1.57734160293401,"patient tumor","pancreas"
"TCGA-XD-AAUH-01",-3.70189528978473,-1.51931403409981,"patient tumor","pancreas"
"TCGA-XD-AAUI-01",-2.83158793089241,-1.7571002143539,"patient tumor","pancreas"
"TCGA-XD-AAUL-01",-2.46159606053548,-1.57207515460986,"patient tumor","pancreas"
"TCGA-XN-A8T3-01",-3.06068299314192,-2.12208214454939,"patient tumor","pancreas"
"TCGA-XN-A8T5-01",-3.47693140197384,-1.15224935897776,"patient tumor","pancreas"
"TCGA-YB-A89D-11",-3.25522864269599,-1.21554338595186,"patient tumor","pancreas"
"TCGA-YB-A89D-01",-2.95212827831264,-1.47935126790798,"patient tumor","pancreas"
"TCGA-YH-A8SY-01",-2.57812084116262,-1.29983148171926,"patient tumor","pancreas"
"TCGA-YY-A8LH-01",-1.81587296324922,-1.73829711376437,"patient tumor","pancreas"
"TCGA-Z5-AAPL-01",-3.52581478855852,-0.415361614821088,"patient tumor","pancreas"
"TCGA-3M-AB46-01",-1.4961053832037,3.5491336295359,"patient tumor","gastric"
"TCGA-3M-AB47-01",-2.79780457505772,2.52497223325792,"patient tumor","gastric"
"TCGA-B7-5816-01",-1.18214480364248,3.36291887100919,"patient tumor","gastric"
"TCGA-B7-5818-01",-2.90151448241306,3.67547802280614,"patient tumor","gastric"
"TCGA-B7-A5TI-01",-1.9919894039991,3.18247411136013,"patient tumor","gastric"
"TCGA-B7-A5TJ-01",-0.858046926824868,2.87756276454938,"patient tumor","gastric"
"TCGA-B7-A5TK-01",-2.92929330021321,3.05818613747991,"patient tumor","gastric"
"TCGA-B7-A5TN-01",-1.98919899820052,2.89128752454388,"patient tumor","gastric"
"TCGA-BR-4187-01",-2.90686753629515,2.3153325799439,"patient tumor","gastric"
"TCGA-BR-4191-01",-2.42730089514752,3.12155217446377,"patient tumor","gastric"
"TCGA-BR-4201-01",-2.0629851824464,2.96295614480749,"patient tumor","gastric"
"TCGA-BR-4253-01",-2.89206839054516,3.59887438367134,"patient tumor","gastric"
"TCGA-BR-4255-01",-2.9671373071633,2.39530983595573,"patient tumor","gastric"
"TCGA-BR-4256-01",-2.28903451012925,2.83468468865141,"patient tumor","gastric"
"TCGA-BR-4257-01",-1.5069402825507,3.42162647733015,"patient tumor","gastric"
"TCGA-BR-4267-01",-1.77967263856335,3.51330550990002,"patient tumor","gastric"
"TCGA-BR-4279-01",-2.75620069947088,2.48280904882438,"patient tumor","gastric"
"TCGA-BR-4280-01",-0.470374690494976,3.85433219139306,"patient tumor","gastric"
"TCGA-BR-4292-01",-0.90469067382029,3.90185672694856,"patient tumor","gastric"
"TCGA-BR-4294-01",-3.24502271170614,-2.36155767822741,"patient tumor","gastric"
"TCGA-BR-4357-01",-1.79252210673367,3.04338359515686,"patient tumor","gastric"
"TCGA-BR-4361-01",-1.49901155869685,3.08738213895823,"patient tumor","gastric"
"TCGA-BR-4362-01",-1.03468938210088,3.65122427801142,"patient tumor","gastric"
"TCGA-BR-4363-01",-2.09081111080314,3.08654320977997,"patient tumor","gastric"
"TCGA-BR-4366-01",-1.63399440172207,3.18879095431625,"patient tumor","gastric"
"TCGA-BR-4367-01",-1.66625725572132,3.29309963928847,"patient tumor","gastric"
"TCGA-BR-4368-01",-2.02182134865638,2.97845475519623,"patient tumor","gastric"
"TCGA-BR-4369-01",-1.51990365759631,1.91634711203989,"patient tumor","gastric"
"TCGA-BR-4370-01",-2.29658281186289,2.87909685362316,"patient tumor","gastric"
"TCGA-BR-4371-01",1.72011123309782,2.93672318543118,"patient tumor","gastric"
"TCGA-BR-6452-01",-1.42675451350205,3.74725837183786,"patient tumor","gastric"
"TCGA-BR-6453-11",-3.64336073632646,4.11385867119819,"patient tumor","gastric"
"TCGA-BR-6453-01",-3.02508390004528,2.32360144097582,"patient tumor","gastric"
"TCGA-BR-6454-11",-3.72526817020995,3.76553198034631,"patient tumor","gastric"
"TCGA-BR-6454-01",-2.31412568477098,3.13952121827299,"patient tumor","gastric"
"TCGA-BR-6455-01",-2.86585975116258,3.53603861536049,"patient tumor","gastric"
"TCGA-BR-6456-01",-2.6783748010133,2.23163737311907,"patient tumor","gastric"
"TCGA-BR-6457-11",-3.70606766912325,4.21101299128201,"patient tumor","gastric"
"TCGA-BR-6457-01",-3.18521106517327,2.14069966717272,"patient tumor","gastric"
"TCGA-BR-6458-11",-3.68541724138353,3.77028024543704,"patient tumor","gastric"
"TCGA-BR-6458-01",-2.80125333405375,2.67418668885839,"patient tumor","gastric"
"TCGA-BR-6563-01",-3.05360369116108,2.32723118409297,"patient tumor","gastric"
"TCGA-BR-6564-11",-3.71015617045335,4.19178665825599,"patient tumor","gastric"
"TCGA-BR-6564-01",-3.39911377058303,2.06274880077493,"patient tumor","gastric"
"TCGA-BR-6565-01",-1.20812071190966,2.69441860398685,"patient tumor","gastric"
"TCGA-BR-6566-01",-0.828738628947254,3.32531970515725,"patient tumor","gastric"
"TCGA-BR-6705-01",-3.13669185910127,2.24142065729574,"patient tumor","gastric"
"TCGA-BR-6706-01",-2.99443804512943,2.923630923795,"patient tumor","gastric"
"TCGA-BR-6707-01",-2.82321155049315,3.57474369049447,"patient tumor","gastric"
"TCGA-BR-6709-01",-3.30826477314803,2.74720857875826,"patient tumor","gastric"
"TCGA-BR-6801-01",1.28183783316379,1.06270364396761,"patient tumor","gastric"
"TCGA-BR-6802-11",-3.70693710922465,3.86816019375781,"patient tumor","gastric"
"TCGA-BR-6802-01",-1.2294615776233,3.3712055046031,"patient tumor","gastric"
"TCGA-BR-6803-01",-3.39291557515563,2.12032292162469,"patient tumor","gastric"
"TCGA-BR-6852-11",-3.65839213249112,3.80932149727733,"patient tumor","gastric"
"TCGA-BR-6852-01",-1.10113825441953,3.35976693786285,"patient tumor","gastric"
"TCGA-BR-7196-01",-3.07526511157454,2.58161598484862,"patient tumor","gastric"
"TCGA-BR-7197-01",-0.414600502960644,2.1403362183641,"patient tumor","gastric"
"TCGA-BR-7703-01",-0.617935138175729,3.85599303649649,"patient tumor","gastric"
"TCGA-BR-7704-11",-3.80241233944634,1.98806944842694,"patient tumor","gastric"
"TCGA-BR-7704-01",-1.42971649970414,3.07691745256956,"patient tumor","gastric"
"TCGA-BR-7707-01",-0.757872282233642,3.48852331682957,"patient tumor","gastric"
"TCGA-BR-7715-11",-3.67929766574761,3.66097676376086,"patient tumor","gastric"
"TCGA-BR-7715-01",-0.434182404790587,2.06528340438819,"patient tumor","gastric"
"TCGA-BR-7716-11",-3.70770606112171,3.78211566122248,"patient tumor","gastric"
"TCGA-BR-7716-01",-1.82514477973649,2.28192789137747,"patient tumor","gastric"
"TCGA-BR-7717-11",-3.71453397122054,3.70836823881646,"patient tumor","gastric"
"TCGA-BR-7717-01",-1.83670662482397,3.01300255727688,"patient tumor","gastric"
"TCGA-BR-7722-01",-2.42194328939951,2.82347310980326,"patient tumor","gastric"
"TCGA-BR-7723-01",-1.45944694876358,1.79572159835716,"patient tumor","gastric"
"TCGA-BR-7851-11",-3.71716207135044,4.23075409616026,"patient tumor","gastric"
"TCGA-BR-7851-01",-1.12678819377614,3.46347507220415,"patient tumor","gastric"
"TCGA-BR-7901-01",-2.58637447477169,2.53600756817223,"patient tumor","gastric"
"TCGA-BR-7957-01",-2.99344525726961,2.28441472893506,"patient tumor","gastric"
"TCGA-BR-7958-01",-2.95276374693714,3.3722978392777,"patient tumor","gastric"
"TCGA-BR-7959-01",-2.71874580521572,2.15880157534742,"patient tumor","gastric"
"TCGA-BR-8058-01",-2.59911828291574,3.13406158882465,"patient tumor","gastric"
"TCGA-BR-8059-01",-2.02588694981301,2.68500177208293,"patient tumor","gastric"
"TCGA-BR-8060-01",-2.68631996020876,2.02512211850967,"patient tumor","gastric"
