,feature,corr,p-value,q-value,EGFRi
BRD:BRD-K00003244-001-01-9,AMCASERTIB,-0.0035137301040157,0.9190057248396278,0.9825735848935812,
BRD:BRD-K43002771-034-01-6,SR-33805,-0.0035153404126575,0.9349237902237,0.9839139049165232,
BRD:BRD-K62374253-001-07-8,RUFLOXACIN,-0.003536163613166,0.9338767048345834,0.9839139049165232,
BRD:BRD-K00004655-001-01-9,BMS-770767,-0.0035464194255991,0.9182062177581576,0.9825735848935812,
BRD:BRD-K00004711-001-01-9,GSK356278,-0.0035532376237744,0.9180495170615162,0.9825735848935812,
BRD:BRD-A25043798-001-02-9,CASIN,-0.0035711724382051,0.9177842892819824,0.9825735848935812,
BRD:BRD-K34657753-001-01-9,PD-118057,-0.0035912800624356,0.9173230233110292,0.9825735848935812,
BRD:BRD-K94146583-001-01-6,DIDOX,-0.0036155515533413,0.9333209482050322,0.9839139049165232,
BRD:BRD-K88405679-003-03-1,THONZYLAMINE,-0.0036176508050991,0.9323565674622674,0.9836584460844456,
BRD:BRD-K77925998-050-14-3,QUIPAZINE,-0.0036231786871895,0.9323763340033188,0.9836584460844456,
BRD:BRD-K58626373-003-07-8,DEXFENFLURAMINE,-0.0036259630360551,0.9318950638296036,0.9836584460844456,
BRD:BRD-K28059174-334-01-2,INCB-003284,-0.0036635748152556,0.9321861305143426,0.9836584460844456,
BRD:BRD-K67628093-001-01-9,INCB-3284,-0.0036672639741974,0.932432542696874,0.9836584460844456,
BRD:BRD-K14560436-001-01-4,TG-02,-0.0036677619058493,0.9312977170473656,0.9836584460844456,
BRD:BRD-K54606188-001-13-1,JQ1-(+),-0.0037213898236874,0.930107223074704,0.9835004764521156,
BRD:BRD-K03504028-001-07-6,AMYGDALIN,-0.0037261797162096,0.9321228252371432,0.9836584460844456,
BRD:BRD-K16474819-001-09-6,METACETAMOL,-0.0037607286390451,0.929624392731411,0.9834080361788744,
BRD:BRD-K11911061-003-11-9,GR-127935,-0.0037666853956187,0.9293858517883508,0.9834080361788744,
BRD:BRD-K00003510-001-01-9,FLT3-IN-1,-0.0037687717354029,0.9131492581721998,0.9825735848935812,
BRD:BRD-K00003332-001-01-9,ARGIRELINE,-0.0037728213245232,0.9130046203058528,0.9825735848935812,
BRD:BRD-K93480852-003-01-0,KN-93,-0.0037792149667338,0.9348745030453736,0.9839139049165232,
BRD:BRD-K65928735-001-04-3,AZD1480,-0.0037956264838752,0.929037307648752,0.9834080361788744,
BRD:BRD-K58265391-001-12-7,METICRANE,-0.0038064204871057,0.9287716031349316,0.9834080361788744,
BRD:BRD-K50850824-237-04-8,ACESULFAME-POTASSIUM,-0.0038139005620423,0.9305288629453844,0.9835626558962328,
BRD:BRD-K21283037-001-21-5,RILUZOLE,-0.0038293444018817,0.9286034182126476,0.9834080361788744,
BRD:BRD-K00662280-001-09-4,CL-218872,-0.0038742424002881,0.9277685842042842,0.9834080361788744,
BRD:BRD-K69035426-001-01-3,OMEPRAZOLE-SULFIDE,-0.0039115342690271,0.9272081857464806,0.9834080361788744,
BRD:BRD-K02729857-001-01-9,PHENYLBENZIMIDAZOLE-SULFONIC-ACID,-0.0039242032293628,0.9277110828479164,0.9834080361788744,
BRD:BRD-K96137854-001-17-1,ENOXOLONE,-0.003932190293537,0.9264912138333968,0.9834080361788744,
BRD:BRD-K78455053-001-01-2,WNT-C59,-0.0039575123172866,0.9256849496366434,0.9834080361788744,
BRD:BRD-K13819402-003-10-2,DESOXYPEGANINE,-0.003982216511784,0.92522240147635,0.9834080361788744,
BRD:BRD-K00003283-001-01-9,ROLUPERIDONE,-0.0040259456677243,0.9072485921441146,0.9817813038612472,
BRD:BRD-K62607075-001-04-9,9-ANTHRACENECARBOXYLIC-ACID,-0.0040341069456913,0.9071719546028896,0.9817813038612472,
BRD:BRD-K81613478-001-01-8,GASTRODIN,-0.0040408329850682,0.924671696601954,0.9834080361788744,
BRD:BRD-K86972824-001-02-2,OLTIPRAZ,-0.0040578586104515,0.9244931330112536,0.9834080361788744,
BRD:BRD-A07395371-003-10-0,ESMOLOL,-0.0040607446489457,0.9240951334920642,0.9834080361788744,
BRD:BRD-A01907367-001-01-7,FK-33-824,-0.004081721793572,0.923704212310932,0.9834080361788744,
BRD:BRD-K76674262-001-03-3,HOMOHARRINGTONINE,-0.0041284551029915,0.9224848296007992,0.9834080361788744,
BRD:BRD-K33903083-001-03-5,BENFLURALIN,-0.0041403083736476,0.928591727177981,0.9834080361788744,
BRD:BRD-K91822704-003-07-2,TORCITABINE,-0.0041475036954702,0.923254449945228,0.9834080361788744,
BRD:BRD-A95755460-001-01-3,TALAROZOLE,-0.0041511694412056,0.9227622035248106,0.9834080361788744,
BRD:BRD-K20093108-001-02-3,BMS-587101,-0.0042158719612008,0.9222821550942027,0.9834080361788744,
BRD:BRD-A11725667-001-01-8,TERCIPRAZINE,-0.0042449033088173,0.9267927610322612,0.9834080361788744,
BRD:BRD-A78877355-001-03-0,NEFOPAM,-0.0042454075962014,0.9202961478716212,0.9827316363318772,
BRD:BRD-K21361524-001-01-1,SELINEXOR,-0.0042715429423215,0.919807125390792,0.9825735848935812,
BRD:BRD-K92611362-003-03-9,CYSTEAMINE,-0.0042775499214014,0.90159776301879,0.9806993115003516,
BRD:BRD-K53517854-051-01-4,FLUVOXAMINE,-0.0042935803837136,0.919757151235978,0.9825735848935812,
BRD:BRD-K17561142-003-32-5,AMIODARONE,-0.0043048532524637,0.9193290118756614,0.9825735848935812,
BRD:BRD-K43383936-001-05-2,FLOPROPIONE,-0.004309805607521,0.9202610122012684,0.9827316363318772,
BRD:BRD-K60659193-001-02-8,CVT-10216,-0.0043447468209431,0.9251556333011696,0.9834080361788744,
BRD:BRD-K65856711-001-04-4.1,BRD:BRD-K65856711-001-04-4.1,-0.0043464771694268,0.9191404068967612,0.9825735848935812,
BRD:BRD-K65856711-001-04-4,(S)-(+)-ROLIPRAM,-0.0043464771694268,0.9191404068967612,0.9825735848935812,
BRD:BRD-A49046702-003-08-3,SKF-89976A,-0.0043644220039815,0.9184377614099152,0.9825735848935812,
BRD:BRD-K14171291-001-01-4,OMARIGLIPTIN,-0.0043646014096429,0.9196244131069152,0.9825735848935812,
BRD:BRD-K24507548-001-01-8,CINTRIAMIDE,-0.0043656654051599,0.9180462374200202,0.9825735848935812,
BRD:BRD-K22421059-001-02-3,EBROTIDINE,-0.0043658775774763,0.924712546555006,0.9834080361788744,
BRD:BRD-K00004594-001-01-9,PARSACLISIB,-0.0043702796146021,0.8992964065936591,0.9805953938913498,
BRD:BRD-K63630713-001-25-8,ETACRYNIC-ACID,-0.0043959361335788,0.9178508982269904,0.9825735848935812,
BRD:BRD-K83914624-415-01-3,C11-ACETATE,-0.0044515556265427,0.8974946557646553,0.979914630711885,
BRD:BRD-K42948882-305-01-1,AMD11070,-0.0044845526890448,0.9170393006267648,0.9825735848935812,
BRD:BRD-A72297358-001-01-8,OZOLINONE,-0.0044987749075865,0.9170851278406514,0.9825735848935812,
BRD:BRD-K59574735-001-11-8,UBENIMEX,-0.004522871355223,0.9152584366105072,0.9825735848935812,
BRD:BRD-K94934625-001-01-5,SPIZOFURONE,-0.0045286783360853,0.9219970309015362,0.9834080361788744,
BRD:BRD-K43647122-001-01-3,NERBACADOL,-0.0045487021925144,0.9164808393857302,0.9825735848935812,
BRD:BRD-K00003316-001-01-9,ELDECALCITOL,-0.004573950525734,0.8946924590779579,0.9792261730380978,
BRD:BRD-K00004739-001-01-9,HEPSULFAM,-0.0045827316985357,0.894805052082275,0.9792261730380978,
BRD:BRD-A58564983-001-04-6,SELAMECTIN,-0.0045838477523944,0.913965933781331,0.9825735848935812,
BRD:BRD-K00003444-001-01-9,BT-11,-0.0045933155657426,0.8945635181730754,0.9792261730380978,
BRD:BRD-A09349126-001-10-7,NORETHINDRONE-ACETATE,-0.0045969856038569,0.915597590503261,0.9825735848935812,
BRD:BRD-K32330832-001-01-0,VER-155008,-0.0046057956967024,0.8939635864358816,0.9792261730380978,
BRD:BRD-K63915849-001-03-7,AS-604850,-0.0046063976731042,0.9138549638582436,0.9825735848935812,
BRD:BRD-K10415035-001-04-4,TASULDINE,-0.004627703609117,0.914717820002667,0.9825735848935812,
BRD:BRD-K15409150-001-05-8,PENFLURIDOL,-0.0046547912393255,0.9144602396799614,0.9825735848935812,
BRD:BRD-K00003399-001-01-9,OCAPERIDONE,-0.0046553928078045,0.8931470536847125,0.9792261730380978,
BRD:BRD-K97564742-050-32-7,MEPYRAMINE,-0.004709712823098,0.9116131086863626,0.9825735848935812,
BRD:BRD-A94580299-001-10-4,KL-001,-0.0047236404252921,0.9186503430514852,0.9825735848935812,
BRD:BRD-K55172746-001-01-3,APRICITABINE,-0.0047473682340575,0.9125212876781972,0.9825735848935812,
BRD:BRD-K83144676-001-09-5,OLMESARTAN,-0.0048528873108308,0.910668135862902,0.9825735848935812,
BRD:BRD-K15507868-001-03-7,TESAGLITAZAR,-0.0048915328781407,0.9083803211809692,0.9819769732785992,
BRD:BRD-K00003217-304-01-9,TRANSCROCETINATE,-0.0048934328482951,0.8877187016045808,0.978872327804455,
BRD:BRD-A67097164-001-18-7,IFOSFAMIDE,-0.0048996451255525,0.9088917530603564,0.9822108897704678,
BRD:BRD-K48112880-001-04-9,FH-535,-0.0049082874407182,0.887044693808438,0.978857543439316,
BRD:BRD-K72542090-304-02-4,CLODRONIC-ACID,-0.0049670193830831,0.90977635793185,0.982369606083402,
BRD:BRD-K00003251-001-01-9,PEMAFIBRATE,-0.0049760845215475,0.8854951304118299,0.9782025183809464,
BRD:BRD-A37873789-003-02-9,OCTODRINE,-0.0050048604606172,0.8851794550422704,0.9782025183809464,
BRD:BRD-K50938287-036-13-8,SUMATRIPTAN,-0.0050393098722233,0.9058800525627148,0.9811596072494452,
BRD:BRD-K76205745-237-16-5,LOSARTAN,-0.0050568028430998,0.9061544518941014,0.9811638218752524,
BRD:BRD-K33499285-001-02-9,GEPOTIDACIN,-0.0050770258568703,0.8831196201131767,0.9777045028827936,
BRD:BRD-K64990126-004-01-1,SCOPOLAMINE,-0.0050961666515082,0.9043939527396602,0.9806993115003516,
BRD:BRD-A03359064-001-02-3,ICI-89406,-0.0051250021398407,0.9045470819951428,0.9806993115003516,
BRD:BRD-K79892937-001-02-5,PHENOLSULFONPHTHALEIN,-0.0051287667766415,0.9041306726475116,0.9806993115003516,
BRD:BRD-K95609758-001-03-7,BMS-191011,-0.0051758829158171,0.9032542530656162,0.9806993115003516,
BRD:BRD-K88308881-001-06-8,ETHENZAMIDE,-0.0051774318439973,0.9033127892428416,0.9806993115003516,
BRD:BRD-K77561571-001-01-1,TOPIROXOSTAT,-0.0051858485192723,0.9027197533032008,0.9806993115003516,
BRD:BRD-K92446736-003-02-2,ZATEBRADINE,-0.0051987932521322,0.9029158355721816,0.9806993115003516,
BRD:BRD-A75224450-001-02-4,IBUPROFEN-PICONOL,-0.0052104331719723,0.90411703529534,0.9806993115003516,
BRD:BRD-K16508793-001-05-9,DIAZEPAM,-0.0052336566276955,0.9020034321032164,0.9806993115003516,
BRD:BRD-K00003124-389-01-9,TRODUSQUEMINE,-0.0052822794791076,0.8784303464393557,0.9770224401966924,
BRD:BRD-K78643075-001-11-6,BROMPERIDOL,-0.005320520388535,0.9005645525777412,0.9806993115003516,
BRD:BRD-K05262258-001-02-9,TC-I-2014,-0.0053263880051882,0.8774957194530542,0.9770224401966924,
BRD:BRD-K34362291-001-02-9,TC-S-7003,-0.0053395659689936,0.877340588668873,0.9770224401966924,
BRD:BRD-K16277217-001-10-9,PIPERACETAZINE,-0.005434226961758,0.9010486710581892,0.9806993115003516,
BRD:BRD-K80778372-001-02-5,RO-19-4605,-0.005438665587436,0.8987355919835845,0.9805953938913498,
BRD:BRD-K73799155-001-01-5,NSC-5844,-0.0054611885370483,0.9060031939575832,0.9811596072494452,
BRD:BRD-K73799155-001-01-5.1,BRD:BRD-K73799155-001-01-5.1,-0.0054611885370483,0.9060031939575832,0.9811596072494452,
BRD:BRD-K43389675-003-20-9,DAUNORUBICIN,-0.0054740265740935,0.8978034435229226,0.9800910521356976,
BRD:BRD-K32101625-001-01-6,LX1031,-0.0054982232839747,0.897076438310264,0.9797793514222012,
BRD:BRD-K00003250-001-01-9,EVOCALCET,-0.00553024744993,0.8728461426608127,0.976675821836104,
BRD:BRD-K19605405-001-02-7,ZM-241385,-0.005533133519091,0.8967060906067178,0.9796377923311222,
BRD:BRD-K03390685-001-01-7,COBIMETINIB,-0.0055567501963483,0.896549130677508,0.9796377923311222,
BRD:BRD-K08398903-001-01-1,GSK2838232,-0.0055798734633975,0.9038680172335886,0.9806993115003516,
BRD:BRD-K44084986-300-08-4,Y-27632,-0.0055972995511836,0.8957984963548588,0.9796377923311222,
BRD:BRD-A08255417-001-14-7,FAMPROFAZONE,-0.0056213109852985,0.894974684658515,0.9792508546353974,
BRD:BRD-K95412502-003-01-5,ISTAROXIME,-0.0056365252142643,0.8943131076477989,0.9792261730380978,
BRD:BRD-K43428468-003-04-0,PF-4800567,-0.0056619115727306,0.9025652569424936,0.9806993115003516,
BRD:BRD-K04623885-001-07-5,BIBR-1532,-0.00567356696685,0.8945788637629911,0.9792261730380978,
BRD:BRD-K24179883-001-16-7,ARSANILIC-ACID,-0.0056958735105581,0.8936857574672299,0.9792261730380978,
BRD:BRD-K00004235-334-01-9,NAS-181,-0.0056996405382215,0.86890850471693,0.9762498889591004,
BRD:BRD-A59747053-003-01-3,INDELOXAZINE,-0.0056997542431546,0.9018129840287102,0.9806993115003516,
BRD:BRD-K90195324-003-02-5,BAZEDOXIFENE,-0.0056999707139254,0.893417801836382,0.9792261730380978,
BRD:BRD-A96977263-001-03-7,M-14157,-0.0057038318935308,0.8962651906170302,0.9796377923311222,
BRD:BRD-K70490179-300-01-2,RIMCAZOLE,-0.0057065269454387,0.8931999969632582,0.9792261730380978,
BRD:BRD-K61871885-001-01-3,WAY-316606,-0.0057106790701433,0.8691234308320205,0.9762498889591004,
BRD:BRD-A34255068-001-34-5,ROLIPRAM,-0.0057161486485875,0.8935989451241055,0.9792261730380978,
BRD:BRD-K38380126-001-01-4,THIAMET-G,-0.0057792226187313,0.8919448982839165,0.9792261730380978,
BRD:BRD-K00003355-001-01-9,FUCOXANTHIN,-0.0058133799402083,0.8663168360079602,0.9762498889591004,
BRD:BRD-K29673530-001-05-4,HYPERICIN,-0.0058248256798746,0.8910975295673719,0.9792261730380978,
BRD:BRD-K06222852-001-03-2,POSACONAZOLE,-0.0058404152483171,0.8913000043265654,0.9792261730380978,
BRD:BRD-K00003383-001-01-9,UROLITHIN-A,-0.0058667658267569,0.8651008767570131,0.9762498889591004,
BRD:BRD-K00003376-001-01-9,TAK-243,-0.0058982809427642,0.8643832129395518,0.9762498889591004,
BRD:BRD-K17295893-238-03-9,NASTORAZEPIDE,-0.0059592401319933,0.8629953645655745,0.9762498889591004,
BRD:BRD-K49371609-003-03-8,PIK-75,-0.0059671708558064,0.8889559552409501,0.9791024518233928,
BRD:BRD-K00003175-001-01-9,ROLAPITANT,-0.005978349936616,0.8630481225272181,0.9762498889591004,
BRD:BRD-K00003270-003-01-9,GALIDESIVIR,-0.0060395169925701,0.861250328437238,0.9762498889591004,
BRD:BRD-K80419150-001-02-4,DEBRISOQUIN,-0.0060403377220076,0.8888338210814957,0.9791024518233928,
BRD:BRD-K25029121-001-05-8,TRICLOCARBAN,-0.0060538618842154,0.8886899384225346,0.9791024518233928,
BRD:BRD-A04327189-001-15-1,SYNEPHRINE,-0.0061011847120634,0.8860676200268759,0.9785102362147852,
BRD:BRD-K68103045-001-02-9,CGS-20625,-0.006115404737861,0.8858038915131147,0.9783812723447772,
BRD:BRD-K45114938-236-01-8,MEZLOCILLIN,-0.0061258202113465,0.888956792020488,0.9791024518233928,
BRD:BRD-K48168960-001-19-2,PROPYLTHIOURACIL,-0.0061673362479917,0.8844269186177185,0.9781565561296351,
BRD:BRD-K26358347-001-01-7,PDP-EA,-0.0061731116107823,0.8938179119601157,0.9792261730380978,
BRD:BRD-K64973364-001-01-4,INDALPINE,-0.0061832268355235,0.8935319416119226,0.9792261730380978,
BRD:BRD-K00003229-001-01-9,VERUBECESTAT,-0.006189109471832,0.8577657952366355,0.9762498889591004,
BRD:BRD-K41859756-001-06-8,NVP-AUY922,-0.0061964225794182,0.8847189517892255,0.9781565561296351,
BRD:BRD-K00004722-001-01-9,LY3295668,-0.0062656872035951,0.8565354421162948,0.9762498889591004,
BRD:BRD-K62309135-001-05-2,L-GLUTAMIC-ACID,-0.0062881965993574,0.8844109363695876,0.9781565561296351,
BRD:BRD-K18131774-001-17-6,ETHOXZOLAMIDE,-0.0062937520807123,0.8829211058873211,0.9777045028827936,
BRD:BRD-K39987650-001-24-1,BISACODYL,-0.0063322585769898,0.8818900789774675,0.9776893578395516,
BRD:BRD-K17705806-003-04-4,JTC-801,-0.0063778642261927,0.8807244619474501,0.9776364567599404,
BRD:BRD-K54790157-001-15-5,TRIOXSALEN,-0.0063781045815862,0.8810412790366862,0.9776736610758752,
BRD:BRD-A23359898-003-10-0,SIBUTRAMINE,-0.0063955370352672,0.8806110891635367,0.9776364567599404,
BRD:BRD-K36222532-001-01-8,BROXALDINE,-0.0063961499283455,0.8826593611537181,0.9777045028827936,
BRD:BRD-K56156805-001-09-6,BENZNIDAZOLE,-0.0064342186242888,0.8811985040727435,0.9776736610758752,
BRD:BRD-K07881437-001-04-6,DANUSERTIB,-0.0064930059383068,0.8820109941177741,0.9776893578395516,
BRD:BRD-K56115039-003-02-1,BU226,-0.0065043926021069,0.8787038708167307,0.9770224401966924,
BRD:BRD-K86873305-236-14-7,PIPERACILLIN,-0.0065045536635279,0.8804631900990635,0.9776364567599404,
BRD:BRD-K02528732-001-02-4,FLUOROMETHOLONE-ACETATE,-0.0065110356609826,0.8803449619105949,0.9776364567599404,
BRD:BRD-K00004736-001-01-9,BETAMETHASONE-BUTYRATE-PROPIONATE,-0.0065295589309886,0.8505631890431791,0.9743719395473996,
BRD:BRD-K97840621-001-02-9,API-1,-0.0065461748539951,0.8497435268978101,0.9742313641187637,
BRD:BRD-A89207210-001-01-6,TERGURIDE,-0.0065505501598335,0.8796242960727909,0.9774865061532124,
BRD:BRD-K83492904-001-01-9,T-5601640,-0.0065652101846121,0.8871172149463551,0.978857543439316,
BRD:BRD-K59839632-001-02-9,ICA-069673,-0.0065756325251909,0.8490754653484957,0.974008347396672,
BRD:BRD-K49659468-436-01-2,TMC647055,-0.0065773262074071,0.8790238705788217,0.9772150493093664,
BRD:BRD-K00004654-001-01-9,"CP-105,696",-0.00657878459047,0.8489149516745346,0.974008347396672,
BRD:BRD-K16497916-001-01-6,TC-FPR-43,-0.0065988975937566,0.8865418881855169,0.978857543439316,
BRD:BRD-A78588743-001-03-4,EDITOL,-0.0066049449990362,0.8762899985425587,0.9767262585659546,
BRD:BRD-K68534611-001-07-8,2-METHYLIMIDAZOLE,-0.0066139736528277,0.8482061007002415,0.9738589241828574,
BRD:BRD-A79768653-001-12-0,SIROLIMUS,-0.0066226254876359,0.8770740852945625,0.9770050627223016,
BRD:BRD-A20550616-001-02-9,HALOTHANE,-0.0066373516882934,0.8794077747210446,0.9774786250572144,
BRD:BRD-K00004717-001-01-9,R-121919,-0.0066743535970225,0.8472896368050721,0.9738589241828574,
BRD:BRD-A39255369-001-03-1,DCPIB,-0.0067050428439786,0.8746549521988147,0.9767262585659546,
BRD:BRD-K18637542-001-01-7,DIHYDROXYACETONE,-0.0067145201306501,0.8459271408554836,0.9738589241828574,
BRD:BRD-K51730347-001-06-4,DIPHENCYPRONE,-0.0067220166802722,0.8763836991097947,0.9767262585659546,
BRD:BRD-K35781423-001-01-6,SANT-2,-0.0067626916566882,0.8736995438705191,0.976675821836104,
BRD:BRD-K30159788-001-01-9,RSV604,-0.0067701869703096,0.8756203860516876,0.9767262585659546,
BRD:BRD-A01412266-001-01-0,HYDROXYPROPYL-BETA-CYCLODEXTRIN,-0.0067741430522461,0.8742847549028508,0.976675821836104,
BRD:BRD-K13094524-001-07-5,PFI-1,-0.0067774407330711,0.8768825653289747,0.9769551740228102,
BRD:BRD-K87714311-001-05-9,ZEBULARINE,-0.0068215393076757,0.8436874475326498,0.9738589241828574,
BRD:BRD-K63504947-001-15-4,SEMAXANIB,-0.006824757553899,0.8733533232676073,0.976675821836104,
BRD:BRD-A20758144-001-04-5,PRASTERONE-ACETATE,-0.0068361960786181,0.8738365588569624,0.976675821836104,
BRD:BRD-K23067689-001-02-1,ZANAMIVIR,-0.0068396040004821,0.8757624246712296,0.9767262585659546,
BRD:BRD-K73565918-003-02-9,AS-2444697,-0.0068518945769664,0.8430008813178888,0.9738589241828574,
BRD:BRD-K14765469-003-12-2,VESAMICOL,-0.0068565053719185,0.8717329166049715,0.9762822134156268,
BRD:BRD-K04196797-001-24-4,OXCARBAZEPINE,-0.0068949920006791,0.8713655405239555,0.9762822134156268,
BRD:BRD-K76606751-001-01-7,MEBICAR,-0.0069068936041277,0.8706830905987835,0.9762498889591004,
BRD:BRD-K00004316-003-01-9,SSR180711,-0.0069260620761362,0.8413238854463911,0.9738589241828574,
BRD:BRD-K90382497-001-10-7,GW-843682X,-0.0069669197050105,0.8707381293831604,0.9762498889591004,
BRD:BRD-A37441042-003-04-8,TULOBUTEROL,-0.0069689267918131,0.8699983700716367,0.9762498889591004,
BRD:BRD-K76210423-001-01-6,RESIQUIMOD,-0.0069734419602172,0.8713254527247191,0.9762822134156268,
BRD:BRD-K15868788-003-07-7,SDZ-205-557,-0.0070038735562646,0.8698226944359922,0.9762498889591004,
BRD:BRD-K00003442-001-01-9,CPI-444,-0.0070093692199708,0.8397256905412861,0.9738589241828574,
BRD:BRD-K06496777-003-02-9,AT-1015,-0.0070438641131051,0.8386617517922041,0.9737121501090898,
BRD:BRD-K62391742-001-03-0,VENETOCLAX,-0.0070473430870281,0.8699738616941189,0.9762498889591004,
BRD:BRD-K95880107-001-02-4,PH-797804,-0.0070597728398123,0.8678467154571743,0.9762498889591004,
BRD:BRD-K74763371-002-04-0,BOSENTAN,-0.0070655520832635,0.8677395259353461,0.9762498889591004,
BRD:BRD-K26305185-001-02-1,K-RAS(G12C)-INHIBITOR-6,-0.0071134497895929,0.8708308897081443,0.9762498889591004,
BRD:BRD-A13084692-001-17-3,TROGLITAZONE,-0.0071185239690658,0.8678309253292029,0.9762498889591004,
BRD:BRD-K00004583-001-01-9,AC260584,-0.0071371989456683,0.8362648129410337,0.9722107778176012,
BRD:BRD-A61392169-001-02-7,ELIPRODIL,-0.0071428517385582,0.866903462637097,0.9762498889591004,
BRD:BRD-K89272762-001-12-7,NPPB,-0.0071796088870114,0.8656245756625055,0.9762498889591004,
BRD:BRD-K06357403-001-01-4,VELNEPERIT,-0.0071813731995426,0.8681331971663641,0.9762498889591004,
BRD:BRD-K75009076-001-02-1,SCH-900776,-0.0071843300034884,0.869555255222575,0.9762498889591004,
BRD:BRD-K90374350-001-09-2,CHLORQUINALDOL,-0.0071944979370977,0.8672836516560684,0.9762498889591004,
BRD:BRD-K00005342-001-01-9,TRIFLOXYSTROBIN,-0.007218455306649,0.8344274939185969,0.9721019764261194,
BRD:BRD-A17009129-001-01-3,ISAVUCONAZOLE,-0.0072358796450474,0.8671415723924795,0.9762498889591004,
BRD:BRD-K71289571-001-11-4,ZAFIRLUKAST,-0.0072568746867985,0.86443471139255,0.9762498889591004,
BRD:BRD-K00003513-363-01-9,FONDAPARINUX,-0.0072654078390271,0.8333662425284964,0.9721019764261194,
BRD:BRD-K27983781-001-01-4,MK-2894,-0.0072816606970701,0.8332935791155431,0.9721019764261194,
BRD:BRD-K24031866-001-02-1,MC1568,-0.0073147885875851,0.8325463381568488,0.9721019764261194,
BRD:BRD-K73234506-235-02-1,LITHIUM-ACETOACETATE,-0.0073704356552214,0.8629512699339136,0.9762498889591004,
BRD:BRD-K99792991-001-34-9,HEXACHLOROPHENE,-0.0073976427681071,0.8619547687329997,0.9762498889591004,
BRD:BRD-K30331124-001-04-9,ASC-J9,-0.0074441196995474,0.8299320263730051,0.9721019764261194,
BRD:BRD-K79132813-001-09-0,PIBENZIMOL,-0.0075098405491298,0.8603854214923751,0.9762498889591004,
BRD:BRD-A47706533-001-02-6,BUTHIONINE-SULFOXIMINE,-0.0075398686265358,0.8595802608167111,0.9762498889591004,
BRD:BRD-K81839095-001-30-1,ESTRONE,-0.007543721479269,0.8638731703099399,0.9762498889591004,
BRD:BRD-A56371469-001-03-3,AGI-5198,-0.0075577767255972,0.8588712354987892,0.9762498889591004,
BRD:BRD-K75664313-001-02-6,JW-74,-0.0075970939283721,0.8695226353479083,0.9762498889591004,
BRD:BRD-K12994359-001-18-4,VALDECOXIB,-0.0076290125603717,0.8602551320071743,0.9762498889591004,
BRD:BRD-K75282878-300-05-3,PUTRESCINE,-0.0076365040526693,0.8252975964787989,0.9705185215448326,
BRD:BRD-K75016267-001-02-9,SNG-1153,-0.0076479430016151,0.8253494478701883,0.9705185215448326,
BRD:BRD-K69346723-001-04-8,GLUTATHIONE,-0.0076572488378237,0.8610529314624721,0.9762498889591004,
BRD:BRD-K15108141-001-06-6,GEMCITABINE,-0.0076865848648963,0.8592114897988439,0.9762498889591004,
BRD:BRD-A48180038-003-24-3,TRIHEXYPHENIDYL,-0.0076923902673429,0.856770076488036,0.9762498889591004,
BRD:BRD-K51541829-050-01-0,RO-25-6981,-0.0076948863137907,0.8564668940965086,0.9762498889591004,
BRD:BRD-K34730807-001-17-6,LEVODOPA,-0.0077043139896844,0.8604726886333085,0.9762498889591004,
BRD:BRD-K51770398-001-01-9,JNJ-17203212,-0.0077083385297312,0.8571225664312855,0.9762498889591004,
BRD:BRD-K60511616-236-08-9,PRAVASTATIN,-0.0077220521729341,0.8566118093668231,0.9762498889591004,
BRD:BRD-K64785675-001-04-0,TG100-115,-0.0077332094597467,0.8553730824724274,0.9762498889591004,
BRD:BRD-K54028654-001-02-6,CABALETTA,-0.0077668430506418,0.8577570187758933,0.9762498889591004,
BRD:BRD-K51911221-001-01-2,NEMORUBICIN,-0.0077794789868214,0.8545173467229011,0.9760467480667484,
BRD:BRD-A62428732-300-06-3,HYDROXYZINE,-0.0077845917887421,0.8544227980196408,0.9760467480667484,
BRD:BRD-A62182663-001-03-0,YK-4-279,-0.0077914866857273,0.8662149827541907,0.9762498889591004,
BRD:BRD-K00003468-001-01-9,DELCASERTIB,-0.0078025900036214,0.8218764549938363,0.970050245940252,
BRD:BRD-K63247785-001-01-5,O-ACETYL-L-SERINE,-0.0078066762601554,0.8659566250460347,0.9762498889591004,
BRD:BRD-K00003453-003-01-9,CT7001,-0.0078470275471783,0.8208791375570952,0.9699047556087204,
BRD:BRD-K26619122-001-02-1,THIOCOLCHICOSIDE,-0.0078535290933523,0.8552548054568625,0.9762498889591004,
BRD:BRD-K26823213-001-02-9,GW-842166,-0.0078852179758108,0.8536158161829658,0.9753886894990992,
BRD:BRD-K00004733-001-01-9,NSP-805,-0.0078943138335145,0.8198182028122277,0.9697470756305996,
BRD:BRD-K00003317-312-01-9,PIPOFEZINE,-0.0079159157853098,0.8188013091616528,0.9697470756305996,
BRD:BRD-K43837174-003-01-3,PRUVANSERIN,-0.0079745659092536,0.8535887593522072,0.9753886894990992,
BRD:BRD-K47441935-001-02-9,NK-252,-0.0079951992589696,0.8172331657216547,0.9690362274932818,
BRD:BRD-K00003313-001-01-9,TRABECTEDIN,-0.0079970551912746,0.8168693954442758,0.9689836110196156,
BRD:BRD-A30590053-003-02-9,MR-16728,-0.0079974580368653,0.8504882262820086,0.9743719395473996,
BRD:BRD-K64137799-003-02-5,2-METHYL-5-HYDROXYTRYPTAMINE,-0.0080096115712553,0.8502636941246373,0.9743641438006602,
